,Date,Form,New,Matters_level01,Matters_level2
3375,1719-01-19T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
3376,1719-02-10T00:00:00Z,Mandat,True,4 Economic order. Work and professional regulations,Agriculture
3377,1719-02-10T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3378,1719-02-25T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3379,1719-02-27T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
3380,1719-03-01T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3381,1719-03-09T00:00:00Z,Verordnung,True,5 Land Divisions,Public Construction Infrastructure
3382,1719-03-13T00:00:00Z,Ordnung,True,1 Social Order and Religion,Matters of Religion
3383,1719-05-02T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3384,1719-05-13T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3385,1719-05-17T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3386,1719-05-17T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3387,1719-05-19T00:00:00Z,Ordnung,False,1 Social Order and Religion,Matters of Religion
3388,1719-06-06T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3389,1719-06-19T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3391,1719-06-27T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3392,1719-07-03T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3393,1719-07-04T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3394,1719-07-06T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3397,1719-09-11T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3398,1719-09-12T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3400,1719-10-30T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
3401,1719-11-25T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3402,1719-11-28T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3403,1719-12-27T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Agriculture
3405,1720-01-24T00:00:00Z,Jägermandat,True,4 Economic order. Work and professional regulations,Forestry and Land Use
3406,1720-01-24T00:00:00Z,Getreidemandat,True,4 Economic order. Work and professional regulations,Trade and Services
3408,1720-02-09T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3409,1720-03-08T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3410,1720-03-12T00:00:00Z,Verordnung,False,1 Social Order and Religion,Matters of Religion
3411,1720-04-03T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3412,1720-04-10T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3413,1720-04-12T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
3414,1720-04-26T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3415,1720-04-27T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3416,1720-04-27T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3417,1720-05-06T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3418,1720-05-07T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3419,1720-05-22T00:00:00Z,Verordnung,False,3 Social Services. Healthcare. Education. Culture,Poor Relief
3420,1720-05-24T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Monetary and Credit System
3422,1720-06-17T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
3423,1720-06-27T00:00:00Z,Ordnung,True,1 Social Order and Religion,Marginal Groups
3424,1720-07-02T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3425,1720-07-04T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3426,1720-07-04T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3427,1720-07-13T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
3428,1720-08-20T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Healthcare
3430,1720-09-03T00:00:00Z,Mandat,False,1 Social Order and Religion,Marginal Groups
3431,1720-09-03T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3432,1720-09-04T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3433,1720-09-04T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3434,1720-09-06T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3436,1720-10-03T00:00:00Z,Ordnung,True,1 Social Order and Religion,Matters of Religion
3437,1720-10-21T00:00:00Z,Verordnung,False,3 Social Services. Healthcare. Education. Culture,Healthcare
3438,1721-02-18T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3439,1721-03-04T00:00:00Z,Ordnung,True,3 Social Services. Healthcare. Education. Culture,Healthcare
3440,1721-03-04T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3441,1721-03-06T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3442,1721-04-03T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3443,1721-04-04T00:00:00Z,Ordnung,False,2 Public Order and Safety,Administration and Justice
3444,1721-05-02T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Agriculture
3445,1721-05-02T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Agriculture
3446,1721-05-17T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3447,1721-05-26T00:00:00Z,Verordnung,False,3 Social Services. Healthcare. Education. Culture,Healthcare
3448,1721-05-27T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Healthcare
3449,1721-06-05T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Healthcare
3450,1721-06-17T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3451,1721-06-17T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3452,1721-07-07T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3453,1721-07-28T00:00:00Z,Verordnung,True,5 Land Divisions,Public Construction Infrastructure
3454,1721-08-14T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3455,1721-08-29T00:00:00Z,Ordnung,False,3 Social Services. Healthcare. Education. Culture,Healthcare
3458,1721-09-12T00:00:00Z,Verordnung,True,5 Land Divisions,Land Real Estate
3459,1721-09-29T00:00:00Z,Ordnung,False,3 Social Services. Healthcare. Education. Culture,Healthcare
3460,1721-12-03T00:00:00Z,Ordnung,True,3 Social Services. Healthcare. Education. Culture,Healthcare
3461,1721-12-12T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Healthcare
3462,1721-12-16T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Healthcare
3463,1722-01-12T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Healthcare
3464,1722-01-19T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
3465,1722-01-22T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
3466,1722-01-27T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3467,1722-01-27T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3468,1722-03-04T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3469,1722-03-10T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3471,1722-05-01T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3472,1722-05-05T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3473,1722-05-05T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3474,1722-05-13T00:00:00Z,Ordnung,True,3 Social Services. Healthcare. Education. Culture,Healthcare
3475,1722-05-17T00:00:00Z,Verordnung,True,1 Social Order and Religion,Succession
3476,1722-07-02T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3477,1722-07-09T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3478,1722-07-16T00:00:00Z,Ordnung,True,1 Social Order and Religion,Matters of Religion
3479,1722-07-16T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3480,1722-08-31T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
3481,1722-08-31T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3482,1722-09-09T00:00:00Z,Ordnung,False,3 Social Services. Healthcare. Education. Culture,Healthcare
3483,1722-09-11T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
3484,1722-09-18T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3485,1722-09-18T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Monetary and Credit System
3486,1722-09-18T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3487,1722-09-21T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3488,1722-10-01T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3490,1722-10-27T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
3491,1722-11-28T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3492,1722-11-30T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3493,1722-12-09T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3494,1722-12-18T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Monetary and Credit System
3495,1723-01-07T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Agriculture
3496,1723-01-12T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3497,1723-01-22T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Monetary and Credit System
3498,1723-01-27T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
3499,1723-01-30T00:00:00Z,Ordnung,True,3 Social Services. Healthcare. Education. Culture,Healthcare
3500,1723-02-02T00:00:00Z,Verordnung,False,1 Social Order and Religion,Matters of Religion
3501,1723-02-23T00:00:00Z,Ordnung,False,2 Public Order and Safety,Administration and Justice
3502,1723-02-25T00:00:00Z,Ordnung,True,3 Social Services. Healthcare. Education. Culture,Healthcare
3503,1723-02-27T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3504,1723-03-11T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3505,1723-03-15T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Healthcare
3506,1723-04-05T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3507,1723-04-14T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3508,1723-04-22T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3509,1723-04-22T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3510,1723-04-30T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Healthcare
3511,1723-05-03T00:00:00Z,Verordnung,False,3 Social Services. Healthcare. Education. Culture,Healthcare
3512,1723-05-03T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Agriculture
3513,1723-05-17T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3514,1723-06-29T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3515,1723-06-30T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
3516,1723-07-09T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3517,1723-07-12T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3518,1723-07-22T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3519,1723-09-01T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3520,1723-09-15T00:00:00Z,Ordnung,True,2 Public Order and Safety,Administration and Justice
3521,1723-09-20T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Agriculture
3523,1723-10-14T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Forestry and Land Use
3524,1723-11-10T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Forestry and Land Use
3525,1723-11-11T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3527,1723-12-06T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3528,1723-12-11T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Craft and trade
3529,1723-12-13T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Monetary and Credit System
3530,1723-12-24T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3531,1724-01-11T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3532,1724-01-17T00:00:00Z,Verordnung,False,2 Public Order and Safety,Administration and Justice
3533,1724-01-19T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3534,1724-02-03T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
3535,1724-02-07T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3536,1724-02-08T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3537,1724-02-16T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3538,1724-03-17T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3540,1724-03-22T00:00:00Z,Placcard,False,4 Economic order. Work and professional regulations,Monetary and Credit System
3541,1724-03-22T00:00:00Z,Placcard,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3542,1724-03-30T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
3543,1724-04-03T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3544,1724-04-28T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3545,1724-06-14T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Agriculture
3546,1724-06-30T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3547,1724-07-10T00:00:00Z,Verordnung,False,1 Social Order and Religion,Marginal Groups
3548,1724-07-12T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3549,1724-07-20T00:00:00Z,Verordnung,True,5 Land Divisions,Land Real Estate
3550,1724-08-24T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3551,1724-09-21T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3552,1724-11-23T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3554,1725-01-09T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Forestry and Land Use
3555,1725-01-12T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Monetary and Credit System
3556,1725-01-16T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3557,1725-01-16T00:00:00Z,Placcard,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3559,1725-01-26T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Agriculture
3560,1725-01-31T00:00:00Z,Jägerordnung,False,4 Economic order. Work and professional regulations,Agriculture
3562,1725-02-02T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
3563,1725-02-18T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Forestry and Land Use
3564,1725-03-05T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Forestry and Land Use
3565,1725-03-06T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3566,1725-03-10T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3567,1725-04-14T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3568,1725-04-18T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3569,1725-05-15T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3570,1725-05-21T00:00:00Z,Verordnung,False,1 Social Order and Religion,Marginal Groups
3571,1725-05-21T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3572,1725-06-06T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
3573,1725-07-02T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
3574,1725-07-02T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
3576,1725-07-09T00:00:00Z,Verordnung,False,1 Social Order and Religion,Marginal Groups
3577,1725-08-09T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3578,1725-08-24T00:00:00Z,Verordnung,False,1 Social Order and Religion,Marginal Groups
3579,1725-08-24T00:00:00Z,Verordnung,False,1 Social Order and Religion,Marginal Groups
3581,1725-09-06T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3582,1725-09-07T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3583,1725-09-21T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3584,1725-12-12T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3585,1725-12-24T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3587,1725-12-28T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Monetary and Credit System
3589,1726-01-22T00:00:00Z,Verordnung,False,1 Social Order and Religion,Marginal Groups
3590,1726-01-24T00:00:00Z,Placcard,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3591,1726-02-02T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Monetary and Credit System
3592,1726-02-07T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3593,1726-02-11T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3594,1726-02-16T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
3595,1726-03-18T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3596,1726-04-05T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3599,1726-04-24T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Agriculture
3600,1726-04-24T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3601,1726-04-29T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3602,1726-05-01T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3603,1726-05-03T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3604,1726-05-09T00:00:00Z,Verordnung,False,1 Social Order and Religion,Marginal Groups
3605,1726-05-15T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3606,1726-06-27T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3607,1726-07-01T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3609,1726-07-04T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3610,1726-07-26T00:00:00Z,Placcard,False,4 Economic order. Work and professional regulations,Monetary and Credit System
3611,1726-08-08T00:00:00Z,Verordnung,False,1 Social Order and Religion,Marginal Groups
3612,1726-08-21T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
3613,1726-08-21T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
3614,1726-09-02T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3615,1726-09-11T00:00:00Z,Verordnung,False,1 Social Order and Religion,Marginal Groups
3616,1726-09-30T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3617,1726-10-03T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3618,1726-10-14T00:00:00Z,Ordnung,True,3 Social Services. Healthcare. Education. Culture,Healthcare
3619,1726-11-04T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3620,1726-11-11T00:00:00Z,Verordnung,True,5 Land Divisions,Water
3621,1726-12-03T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3622,1726-12-03T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3624,1726-12-10T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3625,1726-12-31T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3626,1727-01-22T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
3627,1727-02-19T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Agriculture
3628,1727-02-19T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3629,1727-02-27T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3630,1727-03-05T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
3632,1727-04-23T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3633,1727-04-28T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3634,1727-04-28T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3635,1727-05-11T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3636,1727-05-19T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Monetary and Credit System
3637,1727-05-19T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Monetary and Credit System
3638,1727-05-20T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
3639,1727-05-23T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3640,1727-05-28T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3641,1727-06-30T00:00:00Z,Ordnung,True,1 Social Order and Religion,Marginal Groups
3642,1727-07-04T00:00:00Z,Verordnung,True,5 Land Divisions,Land Real Estate
3643,1727-07-10T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3644,1727-08-11T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3645,1727-08-26T00:00:00Z,Ordnung,True,3 Social Services. Healthcare. Education. Culture,Healthcare
3646,1727-09-09T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3647,1727-09-09T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3648,1727-10-06T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3649,1727-10-16T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3650,1727-11-14T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3651,1727-11-18T00:00:00Z,Verordnung,False,1 Social Order and Religion,Abundance and Luxury
3652,1727-11-22T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3653,1727-11-27T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3654,1727-12-02T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3656,1728-02-20T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3657,1728-03-10T00:00:00Z,Ordnung,False,1 Social Order and Religion,Abundance and Luxury
3658,1728-03-10T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Work Order/Work Regulation
3659,1728-04-07T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
3660,1728-04-10T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3661,1728-04-21T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3662,1728-04-24T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3663,1728-04-24T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3664,1728-06-01T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3666,1728-06-17T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3667,1728-07-01T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3668,1728-07-03T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3669,1728-08-24T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3670,1728-08-25T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3671,1728-08-30T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3672,1728-09-06T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3674,1728-09-16T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
3675,1728-11-08T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3676,1728-12-09T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3677,1729-01-17T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3678,1729-01-28T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
3679,1729-02-09T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3680,1729-02-11T00:00:00Z,Verordnung,False,2 Public Order and Safety,Administration and Justice
3681,1729-02-11T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3682,1729-02-11T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3683,1729-02-18T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3684,1729-02-24T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
3686,1729-03-17T00:00:00Z,Ordnung,True,1 Social Order and Religion,Matters of Religion
3687,1729-03-22T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3688,1729-04-08T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3689,1729-04-22T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
3690,1729-05-05T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3691,1729-05-11T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Monetary and Credit System
3692,1729-05-18T00:00:00Z,Verordnung,True,5 Land Divisions,Public Construction Infrastructure
3693,1729-05-24T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Forestry and Land Use
3694,1729-05-24T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
